variant,mean_num_detections,mean_confidence,max_confidence,total_detection_rows
HR,2.3,0.6831912648850593,0.9525063037872314,69
SRCNN_x4_Adaptive,2.1333333333333333,0.6582515835762024,0.934436559677124,64
Bicubic,2.1666666666666665,0.655718121620325,0.9357612133026123,65
3Region_Thr2055_Edge12,2.1666666666666665,0.6510550003785354,0.9344305396080017,65
3Region_Thr1035,2.2333333333333334,0.6407587474851466,0.9338008165359497,67
3Region_Base,2.2333333333333334,0.6371564825079334,0.93220055103302,67
3Region_Edge12,2.2333333333333334,0.6358493926809795,0.9324381351470947,67
SRCNN_x4_V4,2.2666666666666666,0.6334941417855375,0.9346409440040588,68
