variant,category_id,class_name,num_gt,num_predictions,AP50,precision,recall
3Region_Edge12,24,zebra,2,2,1.0,1.0,1.0
3Region_Edge12,27,backpack,9,2,0.0,0.0,0.0
3Region_Edge12,28,umbrella,2,3,1.0,0.6666666865348816,1.0
3Region_Edge12,31,handbag,5,3,0.20000000298023224,0.3333333432674408,0.20000000298023224
3Region_Edge12,32,tie,19,6,0.2543859719707253,0.8333333134651184,0.2631579041481018
3Region_Edge12,33,suitcase,2,2,0.0,0.0,0.0
3Region_Edge12,34,frisbee,3,3,1.0,1.0,1.0
3Region_Edge12,35,skis,5,3,0.20000000298023224,0.3333333432674408,0.20000000298023224
3Region_Edge12,37,sports ball,1,2,0.0,0.0,0.0
3Region_Edge12,38,kite,3,2,0.6666666865348816,1.0,0.6666666865348816
3Region_Edge12,39,baseball bat,2,3,0.6666666865348816,0.6666666865348816,1.0
3Region_Edge12,40,baseball glove,2,2,0.5,0.5,0.5
3Region_Edge12,41,skateboard,2,2,0.5,0.5,0.5
3Region_Edge12,42,surfboard,7,1,0.1428571492433548,1.0,0.1428571492433548
3Region_Edge12,43,tennis racket,3,1,0.3333333432674408,1.0,0.3333333432674408
3Region_Edge12,44,bottle,17,4,0.1764705926179886,0.75,0.1764705926179886
3Region_Edge12,46,wine glass,24,3,0.125,1.0,0.125
3Region_Edge12,47,cup,24,11,0.16550925960419338,0.4545454680919647,0.2083333283662796
3Region_Edge12,48,fork,4,1,0.0,0.0,0.0
3Region_Edge12,49,knife,10,1,0.10000000149011612,1.0,0.10000000149011612
3Region_Edge12,50,spoon,7,1,0.1428571492433548,1.0,0.1428571492433548
3Region_Edge12,51,bowl,15,12,0.19513228919455639,0.4166666567325592,0.3333333432674408
3Region_Edge12,52,banana,8,8,0.5642857179045677,0.625,0.625
3Region_Edge12,53,apple,2,5,0.1666666716337204,0.20000000298023224,0.5
3Region_Edge12,54,sandwich,1,0,0.0,0.0,0.0
3Region_Edge12,55,orange,1,3,0.0,0.0,0.0
3Region_Edge12,56,broccoli,15,6,0.18333333730697632,0.5,0.20000000298023224
3Region_Edge12,57,carrot,6,0,0.0,0.0,0.0
3Region_Edge12,59,pizza,6,6,0.8333333134651184,0.8333333134651184,0.8333333134651184
3Region_Edge12,60,donut,1,0,0.0,0.0,0.0
3Region_Edge12,61,cake,1,1,0.0,0.0,0.0
3Region_Edge12,62,chair,17,8,0.27205883152782917,0.625,0.29411765933036804
3Region_Edge12,63,couch,2,1,0.5,1.0,0.5
3Region_Edge12,64,potted plant,3,3,0.5555555787351398,0.6666666865348816,0.6666666865348816
3Region_Edge12,65,bed,5,2,0.4000000059604645,1.0,0.4000000059604645
3Region_Edge12,67,dining table,12,11,0.35185185129995666,0.4545454680919647,0.4166666567325592
3Region_Edge12,70,toilet,3,4,0.75,0.75,1.0
3Region_Edge12,72,tv,10,8,0.6000000238418579,0.75,0.6000000238418579
3Region_Edge12,73,laptop,7,9,0.4030612434963796,0.4444444477558136,0.5714285969734192
3Region_Edge12,74,mouse,4,2,0.5,1.0,0.5
3Region_Edge12,75,remote,3,0,0.0,0.0,0.0
3Region_Edge12,76,keyboard,9,1,0.1111111119389534,1.0,0.1111111119389534
3Region_Edge12,77,cell phone,5,3,0.20000000298023224,0.3333333432674408,0.20000000298023224
3Region_Edge12,78,microwave,2,1,0.0,0.0,0.0
3Region_Edge12,79,oven,2,1,0.5,1.0,0.5
3Region_Edge12,81,sink,6,1,0.1666666716337204,1.0,0.1666666716337204
3Region_Edge12,82,refrigerator,3,2,0.6666666865348816,1.0,0.6666666865348816
3Region_Edge12,84,book,15,1,0.0,0.0,0.0
3Region_Edge12,85,clock,6,0,0.0,0.0,0.0
3Region_Edge12,86,vase,7,0,0.0,0.0,0.0
3Region_Edge12,87,scissors,2,1,0.0,0.0,0.0
3Region_Edge12,88,teddy bear,3,2,0.6666666865348816,1.0,0.6666666865348816
3Region_Thr1035,1,person,283,198,0.5317108390420531,0.808080792427063,0.565371036529541
3Region_Thr1035,2,bicycle,5,0,0.0,0.0,0.0
3Region_Thr1035,3,car,21,10,0.26190477112929056,0.6000000238418579,0.2857142984867096
3Region_Thr1035,4,motorcycle,3,2,0.3333333432674408,0.5,0.3333333432674408
3Region_Thr1035,5,airplane,4,3,0.75,1.0,0.75
3Region_Thr1035,6,bus,6,5,0.8333333134651184,1.0,0.8333333134651184
3Region_Thr1035,7,train,2,1,0.5,1.0,0.5
3Region_Thr1035,8,truck,8,3,0.125,0.3333333432674408,0.125
3Region_Thr1035,9,boat,7,0,0.0,0.0,0.0
3Region_Thr1035,10,traffic light,7,7,0.3469387852415746,0.4285714328289032,0.4285714328289032
3Region_Thr1035,11,fire hydrant,2,1,0.5,1.0,0.5
3Region_Thr1035,13,stop sign,2,1,0.5,1.0,0.5
3Region_Thr1035,15,bench,2,0,0.0,0.0,0.0
3Region_Thr1035,16,bird,4,3,0.5,0.6666666865348816,0.5
3Region_Thr1035,17,cat,2,1,0.5,1.0,0.5
3Region_Thr1035,18,dog,1,3,0.0,0.0,0.0
3Region_Thr1035,19,horse,2,2,1.0,1.0,1.0
3Region_Thr1035,20,sheep,6,6,0.8055555389987106,0.8333333134651184,0.8333333134651184
3Region_Thr1035,22,elephant,6,6,0.5333333571751915,0.6666666865348816,0.6666666865348816
3Region_Thr1035,23,bear,1,1,1.0,1.0,1.0
3Region_Thr1035,24,zebra,2,2,1.0,1.0,1.0
3Region_Thr1035,27,backpack,9,2,0.0,0.0,0.0
3Region_Thr1035,28,umbrella,2,2,1.0,1.0,1.0
3Region_Thr1035,31,handbag,5,3,0.20000000298023224,0.3333333432674408,0.20000000298023224
3Region_Thr1035,32,tie,19,6,0.2543859719707253,0.8333333134651184,0.2631579041481018
3Region_Thr1035,33,suitcase,2,3,0.0,0.0,0.0
3Region_Thr1035,34,frisbee,3,3,1.0,1.0,1.0
3Region_Thr1035,35,skis,5,4,0.30000000447034836,0.5,0.4000000059604645
3Region_Thr1035,37,sports ball,1,3,0.0,0.0,0.0
3Region_Thr1035,38,kite,3,2,0.6666666865348816,1.0,0.6666666865348816
3Region_Thr1035,39,baseball bat,2,4,0.5,0.5,1.0
3Region_Thr1035,40,baseball glove,2,2,0.5,0.5,0.5
3Region_Thr1035,41,skateboard,2,2,0.5,0.5,0.5
3Region_Thr1035,42,surfboard,7,1,0.1428571492433548,1.0,0.1428571492433548
3Region_Thr1035,43,tennis racket,3,1,0.3333333432674408,1.0,0.3333333432674408
3Region_Thr1035,44,bottle,17,6,0.1764705926179886,0.5,0.1764705926179886
3Region_Thr1035,46,wine glass,24,3,0.125,1.0,0.125
3Region_Thr1035,47,cup,24,11,0.1958754253106485,0.5454545617103577,0.25
3Region_Thr1035,48,fork,4,1,0.0,0.0,0.0
3Region_Thr1035,49,knife,10,1,0.10000000149011612,1.0,0.10000000149011612
3Region_Thr1035,50,spoon,7,1,0.1428571492433548,1.0,0.1428571492433548
3Region_Thr1035,51,bowl,15,12,0.28253969398755885,0.5,0.4000000059604645
3Region_Thr1035,52,banana,8,9,0.5642857179045677,0.5555555820465088,0.625
3Region_Thr1035,53,apple,2,5,0.1666666716337204,0.20000000298023224,0.5
3Region_Thr1035,54,sandwich,1,0,0.0,0.0,0.0
3Region_Thr1035,55,orange,1,1,0.0,0.0,0.0
3Region_Thr1035,56,broccoli,15,6,0.20000000298023224,0.5,0.20000000298023224
3Region_Thr1035,57,carrot,6,0,0.0,0.0,0.0
3Region_Thr1035,59,pizza,6,6,0.8333333134651184,0.8333333134651184,0.8333333134651184
3Region_Thr1035,60,donut,1,0,0.0,0.0,0.0
3Region_Thr1035,61,cake,1,1,0.0,0.0,0.0
3Region_Thr1035,62,chair,17,7,0.23529411852359772,0.5714285969734192,0.23529411852359772
3Region_Thr1035,63,couch,2,1,0.5,1.0,0.5
3Region_Thr1035,64,potted plant,3,4,0.5555555787351398,0.5,0.6666666865348816
3Region_Thr1035,65,bed,5,2,0.4000000059604645,1.0,0.4000000059604645
3Region_Thr1035,67,dining table,12,11,0.3545454555840202,0.4545454680919647,0.4166666567325592
3Region_Thr1035,70,toilet,3,3,0.4444444709353981,0.6666666865348816,0.6666666865348816
3Region_Thr1035,72,tv,10,6,0.6000000238418579,1.0,0.6000000238418579
3Region_Thr1035,73,laptop,7,9,0.41666668688967157,0.4444444477558136,0.5714285969734192
3Region_Thr1035,74,mouse,4,2,0.5,1.0,0.5
3Region_Thr1035,75,remote,3,0,0.0,0.0,0.0
3Region_Thr1035,76,keyboard,9,2,0.2222222238779068,1.0,0.2222222238779068
3Region_Thr1035,77,cell phone,5,3,0.20000000298023224,0.3333333432674408,0.20000000298023224
3Region_Thr1035,78,microwave,2,1,0.0,0.0,0.0
3Region_Thr1035,79,oven,2,1,0.5,1.0,0.5
3Region_Thr1035,81,sink,6,1,0.1666666716337204,1.0,0.1666666716337204
3Region_Thr1035,82,refrigerator,3,2,0.6666666865348816,1.0,0.6666666865348816
3Region_Thr1035,84,book,15,1,0.0,0.0,0.0
3Region_Thr1035,85,clock,6,0,0.0,0.0,0.0
3Region_Thr1035,86,vase,7,0,0.0,0.0,0.0
3Region_Thr1035,87,scissors,2,1,0.0,0.0,0.0
3Region_Thr1035,88,teddy bear,3,2,0.6666666865348816,1.0,0.6666666865348816
3Region_Thr2055_Edge12,1,person,283,197,0.5187463668318673,0.7918781638145447,0.5512367486953735
3Region_Thr2055_Edge12,2,bicycle,5,0,0.0,0.0,0.0
3Region_Thr2055_Edge12,3,car,21,12,0.3266955372058984,0.6666666865348816,0.380952388048172
3Region_Thr2055_Edge12,4,motorcycle,3,2,0.3333333432674408,0.5,0.3333333432674408
3Region_Thr2055_Edge12,5,airplane,4,3,0.75,1.0,0.75
3Region_Thr2055_Edge12,6,bus,6,5,0.8333333134651184,1.0,0.8333333134651184
3Region_Thr2055_Edge12,7,train,2,1,0.5,1.0,0.5
3Region_Thr2055_Edge12,8,truck,8,3,0.125,0.3333333432674408,0.125
3Region_Thr2055_Edge12,9,boat,7,0,0.0,0.0,0.0
3Region_Thr2055_Edge12,10,traffic light,7,7,0.3928571492433548,0.4285714328289032,0.4285714328289032
3Region_Thr2055_Edge12,11,fire hydrant,2,1,0.5,1.0,0.5
3Region_Thr2055_Edge12,13,stop sign,2,1,0.5,1.0,0.5
3Region_Thr2055_Edge12,15,bench,2,0,0.0,0.0,0.0
3Region_Thr2055_Edge12,16,bird,4,3,0.3333333432674408,0.6666666865348816,0.5
3Region_Thr2055_Edge12,17,cat,2,1,0.5,1.0,0.5
3Region_Thr2055_Edge12,18,dog,1,3,0.0,0.0,0.0
3Region_Thr2055_Edge12,19,horse,2,2,1.0,1.0,1.0
3Region_Thr2055_Edge12,20,sheep,6,6,0.8055555389987106,0.8333333134651184,0.8333333134651184
3Region_Thr2055_Edge12,22,elephant,6,5,0.5333333571751915,0.800000011920929,0.6666666865348816
3Region_Thr2055_Edge12,23,bear,1,1,1.0,1.0,1.0
3Region_Thr2055_Edge12,24,zebra,2,2,1.0,1.0,1.0
3Region_Thr2055_Edge12,27,backpack,9,2,0.0,0.0,0.0
3Region_Thr2055_Edge12,28,umbrella,2,3,1.0,0.6666666865348816,1.0
3Region_Thr2055_Edge12,31,handbag,5,3,0.20000000298023224,0.3333333432674408,0.20000000298023224
3Region_Thr2055_Edge12,32,tie,19,6,0.2543859719707253,0.8333333134651184,0.2631579041481018
3Region_Thr2055_Edge12,33,suitcase,2,1,0.0,0.0,0.0
3Region_Thr2055_Edge12,34,frisbee,3,3,1.0,1.0,1.0
3Region_Thr2055_Edge12,35,skis,5,3,0.20000000298023224,0.3333333432674408,0.20000000298023224
3Region_Thr2055_Edge12,37,sports ball,1,3,0.3333333432674408,0.3333333432674408,1.0
3Region_Thr2055_Edge12,38,kite,3,2,0.6666666865348816,1.0,0.6666666865348816
3Region_Thr2055_Edge12,39,baseball bat,2,3,0.6666666865348816,0.6666666865348816,1.0
3Region_Thr2055_Edge12,40,baseball glove,2,2,0.5,0.5,0.5
3Region_Thr2055_Edge12,41,skateboard,2,2,0.5,0.5,0.5
3Region_Thr2055_Edge12,42,surfboard,7,1,0.1428571492433548,1.0,0.1428571492433548
3Region_Thr2055_Edge12,43,tennis racket,3,1,0.3333333432674408,1.0,0.3333333432674408
3Region_Thr2055_Edge12,44,bottle,17,4,0.16176470927894115,0.75,0.1764705926179886
3Region_Thr2055_Edge12,46,wine glass,24,4,0.125,0.75,0.125
3Region_Thr2055_Edge12,47,cup,24,11,0.16840277632905387,0.4545454680919647,0.2083333283662796
3Region_Thr2055_Edge12,48,fork,4,1,0.0,0.0,0.0
3Region_Thr2055_Edge12,49,knife,10,1,0.10000000149011612,1.0,0.10000000149011612
3Region_Thr2055_Edge12,50,spoon,7,1,0.1428571492433548,1.0,0.1428571492433548
3Region_Thr2055_Edge12,51,bowl,15,12,0.2083333395421505,0.4166666567325592,0.3333333432674408
3Region_Thr2055_Edge12,52,banana,8,9,0.5642857179045677,0.5555555820465088,0.625
3Region_Thr2055_Edge12,53,apple,2,5,0.1666666716337204,0.20000000298023224,0.5
3Region_Thr2055_Edge12,54,sandwich,1,0,0.0,0.0,0.0
3Region_Thr2055_Edge12,55,orange,1,3,0.0,0.0,0.0
3Region_Thr2055_Edge12,56,broccoli,15,6,0.17333333949247987,0.5,0.20000000298023224
3Region_Thr2055_Edge12,57,carrot,6,0,0.0,0.0,0.0
3Region_Thr2055_Edge12,59,pizza,6,6,0.8333333134651184,0.8333333134651184,0.8333333134651184
3Region_Thr2055_Edge12,60,donut,1,0,0.0,0.0,0.0
3Region_Thr2055_Edge12,61,cake,1,1,0.0,0.0,0.0
3Region_Thr2055_Edge12,62,chair,17,9,0.27731093438733545,0.5555555820465088,0.29411765933036804
3Region_Thr2055_Edge12,63,couch,2,1,0.5,1.0,0.5
3Region_Thr2055_Edge12,64,potted plant,3,4,0.5555555787351398,0.5,0.6666666865348816
3Region_Thr2055_Edge12,65,bed,5,2,0.4000000059604645,1.0,0.4000000059604645
3Region_Thr2055_Edge12,67,dining table,12,11,0.34722222056653784,0.4545454680919647,0.4166666567325592
3Region_Thr2055_Edge12,70,toilet,3,3,0.4444444709353981,0.6666666865348816,0.6666666865348816
3Region_Thr2055_Edge12,72,tv,10,7,0.6000000238418579,0.8571428656578064,0.6000000238418579
3Region_Thr2055_Edge12,73,laptop,7,8,0.3214285746216774,0.375,0.4285714328289032
3Region_Thr2055_Edge12,74,mouse,4,1,0.25,1.0,0.25
3Region_Thr2055_Edge12,75,remote,3,0,0.0,0.0,0.0
3Region_Thr2055_Edge12,76,keyboard,9,1,0.1111111119389534,1.0,0.1111111119389534
3Region_Thr2055_Edge12,77,cell phone,5,3,0.20000000298023224,0.3333333432674408,0.20000000298023224
3Region_Thr2055_Edge12,78,microwave,2,0,0.0,0.0,0.0
3Region_Thr2055_Edge12,79,oven,2,2,0.5,0.5,0.5
3Region_Thr2055_Edge12,81,sink,6,1,0.1666666716337204,1.0,0.1666666716337204
3Region_Thr2055_Edge12,82,refrigerator,3,2,0.6666666865348816,1.0,0.6666666865348816
3Region_Thr2055_Edge12,84,book,15,0,0.0,0.0,0.0
3Region_Thr2055_Edge12,85,clock,6,0,0.0,0.0,0.0
3Region_Thr2055_Edge12,86,vase,7,0,0.0,0.0,0.0
3Region_Thr2055_Edge12,87,scissors,2,1,0.0,0.0,0.0
3Region_Thr2055_Edge12,88,teddy bear,3,2,0.6666666865348816,1.0,0.6666666865348816
